E/V        I/A.1,E/V        I/A.2
0.332,1.32481E-06
0.334,1.32834E-06
0.336,1.32895E-06
0.338,1.33049E-06
0.34,1.33356E-06
0.342,1.33433E-06
0.344,1.33602E-06
0.346,1.33909E-06
0.348,1.33955E-06
0.35,1.34109E-06
0.352,1.3437E-06
0.354,1.34416E-06
0.356,1.34539E-06
0.358,1.34785E-06
0.36,1.34877E-06
0.362,1.35015E-06
0.364,1.35353E-06
0.366,1.35337E-06
0.368,1.3543E-06
0.37,1.35737E-06
0.372,1.35706E-06
0.374,1.35814E-06
0.376,1.36105E-06
0.378,1.36059E-06
0.38,1.36197E-06
0.382,1.36459E-06
0.384,1.36443E-06
0.386,1.36566E-06
0.388,1.36827E-06
0.39,1.36873E-06
0.392,1.36981E-06
0.394,1.37226E-06
0.396,1.37226E-06
0.398,1.37395E-06
0.4,1.37672E-06
0.402,1.37672E-06
0.404,1.37841E-06
0.406,1.38102E-06
0.408,1.38148E-06
0.41,1.38317E-06
0.412,1.38593E-06
0.414,1.38655E-06
0.416,1.38839E-06
0.418,1.39115E-06
0.42,1.39177E-06
0.422,1.39361E-06
0.424,1.39668E-06
0.426,1.3973E-06
0.428,1.39929E-06
0.43,1.40237E-06
0.432,1.40329E-06
0.434,1.40544E-06
0.436,1.4082E-06
0.438,1.40912E-06
0.44,1.41158E-06
0.442,1.4145E-06
0.444,1.41573E-06
0.446,1.41803E-06
0.448,1.42095E-06
0.45,1.42233E-06
0.452,1.42479E-06
0.454,1.42801E-06
0.456,1.42955E-06
0.458,1.43201E-06
0.46,1.43508E-06
0.462,1.43692E-06
0.464,1.43923E-06
0.466,1.4423E-06
0.468,1.44414E-06
0.47,1.44675E-06
0.472,1.44982E-06
0.474,1.45182E-06
0.476,1.45458E-06
0.478,1.45766E-06
0.48,1.45965E-06
0.482,1.46242E-06
0.484,1.46549E-06
0.486,1.46779E-06
0.488,1.47056E-06
0.49,1.47363E-06
0.492,1.47593E-06
0.494,1.4787E-06
0.496,1.48161E-06
0.498,1.48422E-06
0.5,1.48699E-06
0.502,1.48991E-06
0.504,1.49282E-06
0.506,1.49574E-06
0.508,1.49851E-06
0.51,1.50143E-06
0.512,1.50434E-06
0.514,1.5068E-06
0.516,1.51049E-06
0.518,1.51325E-06
0.52,1.51571E-06
0.522,1.51909E-06
0.524,1.52216E-06
0.526,1.52446E-06
0.528,1.5283E-06
0.53,1.53137E-06
0.532,1.53352E-06
0.534,1.53752E-06
0.536,1.54059E-06
0.538,1.54259E-06
0.54,1.54689E-06
0.542,1.54996E-06
0.544,1.55211E-06
0.546,1.55641E-06
0.548,1.55948E-06
0.55,1.56163E-06
0.552,1.56593E-06
0.554,1.56915E-06
0.556,1.57115E-06
0.558,1.57576E-06
0.56,1.57898E-06
0.562,1.58113E-06
0.564,1.58559E-06
0.566,1.58897E-06
0.568,1.59142E-06
0.57,1.59572E-06
0.572,1.5991E-06
0.574,1.60171E-06
0.576,1.60601E-06
0.578,1.60939E-06
0.58,1.61216E-06
0.582,1.61646E-06
0.584,1.61999E-06
0.586,1.62291E-06
0.588,1.62736E-06
0.59,1.63074E-06
0.592,1.63381E-06
0.594,1.63827E-06
0.596,1.6418E-06
0.598,1.64502E-06
0.6,1.64932E-06
0.598,1.63734E-06
0.596,1.62982E-06
0.594,1.62352E-06
0.592,1.61707E-06
0.59,1.61108E-06
0.588,1.60571E-06
0.586,1.60002E-06
0.584,1.5948E-06
0.582,1.58989E-06
0.58,1.58467E-06
0.578,1.57975E-06
0.576,1.57514E-06
0.574,1.57008E-06
0.572,1.56562E-06
0.57,1.56117E-06
0.568,1.55641E-06
0.566,1.55226E-06
0.564,1.54796E-06
0.562,1.54335E-06
0.56,1.53921E-06
0.558,1.53521E-06
0.556,1.53076E-06
0.554,1.52692E-06
0.552,1.52308E-06
0.55,1.51878E-06
0.548,1.51479E-06
0.546,1.51125E-06
0.544,1.50695E-06
0.542,1.50296E-06
0.54,1.49943E-06
0.538,1.49544E-06
0.536,1.4916E-06
0.534,1.48822E-06
0.532,1.48407E-06
0.53,1.48038E-06
0.528,1.47701E-06
0.526,1.47301E-06
0.524,1.46902E-06
0.522,1.46595E-06
0.52,1.4618E-06
0.518,1.45827E-06
0.516,1.4552E-06
0.514,1.45028E-06
0.512,1.44767E-06
0.51,1.4446E-06
0.508,1.44045E-06
0.506,1.43708E-06
0.504,1.43539E-06
0.502,1.4297E-06
0.5,1.42632E-06
0.498,1.42341E-06
0.496,1.41941E-06
0.494,1.41603E-06
0.492,1.41312E-06
0.49,1.40912E-06
0.488,1.40574E-06
0.486,1.40313E-06
0.484,1.39899E-06
0.482,1.39576E-06
0.48,1.39284E-06
0.478,1.38885E-06
0.476,1.38532E-06
0.474,1.38255E-06
0.472,1.37871E-06
0.47,1.37534E-06
0.468,1.37257E-06
0.466,1.36858E-06
0.464,1.3652E-06
0.462,1.36244E-06
0.46,1.35844E-06
0.458,1.35506E-06
0.456,1.3523E-06
0.454,1.34831E-06
0.452,1.34477E-06
0.45,1.34216E-06
0.448,1.33817E-06
0.446,1.33494E-06
0.444,1.33203E-06
0.442,1.32819E-06
0.44,1.32496E-06
0.438,1.32189E-06
0.436,1.3182E-06
0.434,1.31513E-06
0.432,1.3116E-06
0.43,1.30791E-06
0.428,1.30454E-06
0.426,1.30116E-06
0.424,1.29778E-06
0.422,1.2944E-06
0.42,1.29056E-06
0.418,1.28749E-06
0.416,1.28426E-06
0.414,1.27996E-06
0.412,1.27735E-06
0.41,1.27382E-06
0.408,1.26921E-06
0.406,1.2666E-06
0.404,1.26353E-06
0.402,1.25846E-06
0.4,1.25631E-06
0.398,1.25309E-06
0.396,1.24786E-06
0.394,1.24602E-06
0.392,1.24264E-06
0.39,1.23742E-06
0.388,1.23512E-06
0.386,1.23189E-06
0.384,1.2256E-06
0.382,1.22452E-06
0.38,1.22114E-06
0.378,1.21469E-06
0.376,1.21408E-06
0.374,0.000001211
0.372,1.20348E-06
0.37,1.20317E-06
0.368,1.19933E-06
0.366,1.19211E-06
0.364,1.19211E-06
0.362,1.18797E-06
0.36,1.18106E-06
0.358,1.18075E-06
0.356,1.1766E-06
0.354,1.17031E-06
0.352,1.16969E-06
0.35,1.16555E-06
0.348,1.15863E-06
0.346,1.15848E-06
0.344,1.15387E-06
0.342,1.14712E-06
0.34,1.14635E-06
0.338,1.14189E-06
0.336,1.1359E-06
0.334,1.13498E-06
0.332,1.13007E-06
0.33,1.12454E-06
0.328,1.12331E-06
0.326,1.11855E-06
0.324,1.11348E-06
0.322,1.11195E-06
0.32,1.10626E-06
0.318,1.1015E-06
0.316,1.09981E-06
0.314,1.09413E-06
0.312,1.09014E-06
0.31,1.08845E-06
0.308,1.08246E-06
0.306,1.07862E-06
0.304,1.07662E-06
0.302,1.07109E-06
0.3,1.0671E-06
0.298,1.06418E-06
0.296,1.05881E-06
0.294,1.05497E-06
0.292,1.05297E-06
0.29,1.04683E-06
0.288,1.04283E-06
0.286,1.0413E-06
0.284,1.03531E-06
0.282,1.03116E-06
0.28,1.02932E-06
0.278,1.02379E-06
0.276,1.01949E-06
0.274,1.01934E-06
0.272,1.01135E-06
0.27,1.00782E-06
0.268,1.00782E-06
0.266,1.00075E-06
0.264,9.96914E-07
0.262,9.97989E-07
0.26,9.89696E-07
0.258,9.8601E-07
0.256,9.88006E-07
0.254,9.79099E-07
0.252,9.74952E-07
0.25,9.7787E-07
0.248,9.68194E-07
0.246,9.65584E-07
0.244,9.67273E-07
0.242,9.58519E-07
0.24,9.55447E-07
0.238,9.56676E-07
0.236,9.48997E-07
0.234,9.47461E-07
0.232,9.49304E-07
0.23,9.39475E-07
0.228,9.36403E-07
0.226,9.4055E-07
0.224,9.30567E-07
0.222,9.27803E-07
0.22,9.35328E-07
0.218,9.22888E-07
0.216,9.20738E-07
0.214,9.24117E-07
0.212,9.1567E-07
0.21,9.12445E-07
0.208,9.18127E-07
0.206,9.07223E-07
0.204,9.04612E-07
0.202,9.10602E-07
0.2,8.99851E-07
0.198,8.9724E-07
0.196,9.02155E-07
0.194,8.93862E-07
0.192,8.91251E-07
0.19,8.95551E-07
0.188,8.8864E-07
0.186,8.85415E-07
0.184,8.89408E-07
0.182,8.79886E-07
0.18,8.79425E-07
0.178,8.8265E-07
0.176,8.7451E-07
0.174,8.73435E-07
0.172,8.74818E-07
0.17,8.69442E-07
0.168,8.67753E-07
0.166,8.69289E-07
0.164,8.63606E-07
0.162,8.63453E-07
0.16,8.63145E-07
0.158,8.58845E-07
0.156,8.57617E-07
0.154,8.56695E-07
0.152,8.53931E-07
0.15,8.52548E-07
0.148,8.50705E-07
0.146,8.4917E-07
0.144,8.47787E-07
0.142,8.44101E-07
0.14,8.44101E-07
0.138,8.42873E-07
0.136,8.3719E-07
0.134,8.39648E-07
0.132,8.37805E-07
0.13,8.32276E-07
0.128,8.34733E-07
0.126,8.33197E-07
0.124,8.27208E-07
0.122,8.29511E-07
0.12,8.27822E-07
0.118,8.21372E-07
0.116,8.24443E-07
0.114,8.226E-07
0.112,8.16303E-07
0.11,8.19068E-07
0.108,8.17071E-07
0.106,8.11696E-07
0.104,8.13539E-07
0.102,8.11542E-07
0.1,8.06167E-07
0.098,8.08317E-07
0.096,8.06014E-07
0.094,8.00638E-07
0.092,8.02635E-07
0.09,8.00177E-07
0.088,7.95263E-07
0.086,7.96184E-07
0.084,7.94034E-07
0.082,7.89888E-07
0.08,7.90195E-07
0.078,7.88352E-07
0.076,7.84052E-07
0.074,7.84666E-07
0.072,7.82209E-07
0.07,7.78369E-07
0.068,7.78215E-07
0.066,7.75758E-07
0.064,7.72226E-07
0.062,7.72072E-07
0.06,7.69001E-07
0.058,7.66083E-07
0.056,7.65008E-07
0.054,7.62704E-07
0.052,7.59632E-07
0.05,7.5825E-07
0.048,7.55793E-07
0.046,7.53182E-07
0.044,7.51646E-07
0.042,7.48114E-07
0.04,7.45964E-07
0.038,7.44735E-07
0.036,7.41203E-07
0.034,7.39206E-07
0.032,7.37363E-07
0.03,7.34445E-07
0.028,7.32141E-07
0.026,7.30298E-07
0.024,7.2738E-07
0.022,7.25077E-07
0.02,7.22773E-07
0.018,7.20009E-07
0.016,7.17551E-07
0.014,7.15248E-07
0.012,7.12483E-07
0.01,7.10026E-07
0.008,7.07876E-07
0.006,7.05111E-07
0.004,7.025E-07
0.002,7.00504E-07
3.14419E-18,6.97739E-07
-0.002,6.95128E-07
-0.004,6.93132E-07
-0.006,6.90214E-07
-0.008,6.87603E-07
-0.01,6.85453E-07
-0.012,6.82381E-07
-0.014,6.80078E-07
-0.016,6.77927E-07
-0.018,6.74702E-07
-0.02,6.72399E-07
-0.022,6.70402E-07
-0.024,6.6733E-07
-0.026,6.6472E-07
-0.028,6.62569E-07
-0.03,6.59498E-07
-0.032,6.57041E-07
-0.034,6.5489E-07
-0.036,6.51819E-07
-0.038,6.49362E-07
-0.04,6.47058E-07
-0.042,6.43986E-07
-0.044,6.41529E-07
-0.046,6.39686E-07
-0.048,6.36154E-07
-0.05,6.3385E-07
-0.052,6.31546E-07
-0.054,6.28475E-07
-0.056,6.26017E-07
-0.058,6.23714E-07
-0.06,6.20949E-07
-0.062,6.18338E-07
-0.064,6.16188E-07
-0.066,6.13117E-07
-0.068,6.10659E-07
-0.07,6.08663E-07
-0.072,6.0513E-07
-0.074,6.02673E-07
-0.076,6.00677E-07
-0.078,5.97298E-07
-0.08,5.94841E-07
-0.082,5.92844E-07
-0.084,5.89619E-07
-0.086,5.87161E-07
-0.088,5.85011E-07
-0.09,5.81786E-07
-0.092,5.79175E-07
-0.094,5.77179E-07
-0.096,5.73954E-07
-0.098,5.71496E-07
-0.1,5.69346E-07
-0.102,5.66121E-07
-0.104,5.6351E-07
-0.106,5.6136E-07
-0.108,5.58135E-07
-0.11,5.55524E-07
-0.112,5.53374E-07
-0.114,5.50456E-07
-0.116,5.47691E-07
-0.118,5.45388E-07
-0.12,5.42623E-07
-0.122,5.39859E-07
-0.124,5.37401E-07
-0.126,5.34637E-07
-0.128,5.3218E-07
-0.13,5.29569E-07
-0.132,5.26804E-07
-0.134,5.24194E-07
-0.136,5.21429E-07
-0.138,5.18972E-07
-0.14,5.16361E-07
-0.142,5.13443E-07
-0.144,5.11139E-07
-0.146,5.08375E-07
-0.148,5.05457E-07
