E/V        I/A.1,E/V        I/A.2
-0.066,6.15881E-07
-0.068,6.12195E-07
-0.07,6.10813E-07
-0.072,6.07895E-07
-0.074,6.04516E-07
-0.076,6.02673E-07
-0.078,6.00062E-07
-0.08,5.9653E-07
-0.082,5.94841E-07
-0.084,5.9223E-07
-0.086,5.88851E-07
-0.088,5.87008E-07
-0.09,5.84397E-07
-0.092,5.80865E-07
-0.094,5.79482E-07
-0.096,5.76411E-07
-0.098,5.73186E-07
-0.1,5.71496E-07
-0.102,5.68578E-07
-0.104,5.65353E-07
-0.106,5.63357E-07
-0.108,5.60592E-07
-0.11,5.57367E-07
-0.112,5.5537E-07
-0.114,5.52759E-07
-0.116,5.49688E-07
-0.118,5.47691E-07
-0.12,5.44773E-07
-0.122,5.42162E-07
-0.124,5.39552E-07
-0.126,5.36941E-07
-0.128,5.34023E-07
-0.13,5.31873E-07
-0.132,5.29108E-07
-0.134,5.2619E-07
-0.136,5.2404E-07
-0.138,5.20968E-07
-0.14,5.18204E-07
-0.142,5.16054E-07
-0.144,5.13289E-07
-0.146,5.10525E-07
-0.148,5.08221E-07
