E/V        I/A.1,E/V        I/A.2
0.008,1.01166E-06
0.01,1.01565E-06
0.012,1.02103E-06
0.014,1.02548E-06
0.016,1.02978E-06
0.018,1.03516E-06
0.02,1.03992E-06
0.022,1.04452E-06
0.024,1.04944E-06
0.026,1.05405E-06
0.028,1.05881E-06
0.03,1.06372E-06
0.032,1.06818E-06
0.034,1.07232E-06
0.036,1.07739E-06
0.038,1.08184E-06
0.04,1.0866E-06
0.042,1.09137E-06
0.044,1.09536E-06
0.046,1.10058E-06
0.048,1.10488E-06
0.05,1.10903E-06
0.052,1.11394E-06
0.054,1.11916E-06
0.056,1.12331E-06
0.058,1.12792E-06
0.06,1.13299E-06
0.062,1.13744E-06
0.064,1.1422E-06
0.066,1.14742E-06
0.068,1.15218E-06
0.07,1.15694E-06
0.072,1.16217E-06
0.074,1.16693E-06
0.076,1.17153E-06
0.078,1.17706E-06
0.08,1.18121E-06
0.082,1.18612E-06
0.084,1.19165E-06
0.086,1.19611E-06
0.088,1.20118E-06
0.09,1.2067E-06
0.092,1.21116E-06
0.094,1.21638E-06
0.096,1.22222E-06
0.098,1.2259E-06
0.1,1.23112E-06
0.102,1.23727E-06
0.104,1.24065E-06
0.106,1.24602E-06
0.108,1.25247E-06
0.11,1.25554E-06
0.112,1.26046E-06
0.114,1.26752E-06
0.116,1.27044E-06
0.118,1.27566E-06
0.12,1.28319E-06
0.122,1.28595E-06
0.124,1.29087E-06
0.126,1.29839E-06
0.128,1.30146E-06
0.13,1.30622E-06
0.132,1.31498E-06
0.134,1.31744E-06
0.136,1.3222E-06
0.138,1.33034E-06
0.14,1.33295E-06
0.142,1.33863E-06
0.144,1.34677E-06
0.146,1.34831E-06
0.148,1.35445E-06
0.15,1.36259E-06
0.152,1.3652E-06
0.154,1.3718E-06
0.156,1.37979E-06
0.158,1.38148E-06
0.16,0.000001389
0.162,1.39745E-06
0.164,1.39976E-06
0.166,1.40605E-06
0.168,1.41527E-06
0.17,1.41665E-06
0.172,1.4231E-06
0.174,1.4317E-06
0.176,1.43539E-06
0.178,1.44061E-06
0.18,1.44982E-06
0.182,1.45335E-06
0.184,1.45965E-06
0.186,1.46702E-06
0.188,1.47025E-06
0.19,1.4767E-06
0.192,1.48269E-06
0.194,1.48791E-06
0.196,1.49298E-06
0.198,1.49912E-06
0.2,1.5048E-06
0.202,1.51064E-06
0.204,1.51463E-06
0.206,1.52323E-06
0.208,1.52922E-06
0.21,1.5303E-06
0.212,1.5412E-06
0.214,1.54735E-06
0.216,1.54612E-06
0.218,1.55856E-06
0.22,1.56409E-06
0.222,1.56516E-06
0.224,1.57607E-06
0.226,1.58282E-06
0.228,1.58067E-06
0.23,1.59373E-06
0.232,1.60095E-06
0.234,1.59772E-06
0.236,1.61093E-06
0.238,1.61769E-06
0.24,1.61646E-06
0.242,1.62951E-06
0.244,1.63642E-06
0.246,1.63397E-06
0.248,1.64886E-06
0.25,1.65424E-06
0.252,1.6504E-06
0.254,1.66668E-06
0.256,1.67052E-06
0.258,1.66852E-06
0.26,1.68465E-06
0.262,1.6871E-06
0.264,1.6871E-06
0.266,1.70031E-06
0.268,1.70523E-06
0.27,1.70461E-06
0.272,1.71552E-06
0.274,1.72135E-06
0.276,1.72135E-06
0.278,1.73103E-06
0.28,1.73656E-06
0.282,1.73779E-06
0.284,1.74531E-06
0.286,1.75023E-06
0.288,1.75376E-06
0.29,1.76067E-06
0.292,1.76405E-06
0.294,1.76866E-06
0.296,1.77464E-06
0.298,1.77741E-06
0.3,1.78202E-06
0.302,1.78801E-06
0.304,0.00000179
0.306,1.79461E-06
0.308,1.79968E-06
0.31,1.80214E-06
0.312,1.80644E-06
0.314,1.81273E-06
0.316,1.81396E-06
0.318,1.81811E-06
0.32,1.82425E-06
0.322,1.82548E-06
0.324,1.82855E-06
0.326,1.83301E-06
0.328,1.83577E-06
0.33,1.83946E-06
0.332,1.84084E-06
0.334,1.84575E-06
0.336,1.84852E-06
0.338,1.85266E-06
0.34,1.85527E-06
0.342,1.85773E-06
0.344,1.86157E-06
0.346,1.86326E-06
0.348,1.86603E-06
0.35,1.87017E-06
0.352,1.87109E-06
0.354,1.87432E-06
0.356,1.87831E-06
0.358,1.87908E-06
0.36,1.88169E-06
0.362,1.8863E-06
0.364,1.88599E-06
0.366,1.8886E-06
0.368,1.89367E-06
0.37,1.89352E-06
0.372,1.89567E-06
0.374,1.90043E-06
0.376,1.90089E-06
0.378,1.90258E-06
0.38,1.9078E-06
0.382,1.90811E-06
0.384,1.91056E-06
0.386,1.91425E-06
0.388,1.91548E-06
0.39,1.91763E-06
0.392,1.92178E-06
0.394,0.000001923
0.396,1.92561E-06
0.398,1.92976E-06
0.4,1.9313E-06
0.402,1.93621E-06
0.404,1.94082E-06
0.406,1.94266E-06
0.408,1.94696E-06
0.41,1.95157E-06
0.412,1.95357E-06
0.414,1.95741E-06
0.416,1.96263E-06
0.418,1.96447E-06
0.42,1.96831E-06
0.422,1.97307E-06
0.424,1.97568E-06
0.426,1.97998E-06
0.428,1.9849E-06
0.43,1.98751E-06
0.432,1.99165E-06
0.434,1.99642E-06
0.436,1.99933E-06
0.438,2.00317E-06
0.44,2.00809E-06
0.442,2.01116E-06
0.444,2.01515E-06
0.446,2.02007E-06
0.448,2.02345E-06
0.45,2.02775E-06
0.452,2.0322E-06
0.454,2.0365E-06
0.456,2.04019E-06
0.458,2.04541E-06
0.46,2.0494E-06
0.462,2.05416E-06
0.464,2.05908E-06
0.466,2.06322E-06
0.468,2.06798E-06
0.47,2.0729E-06
0.472,2.07704E-06
0.474,2.08165E-06
0.476,2.08626E-06
0.478,2.09087E-06
0.48,2.09563E-06
0.482,2.10024E-06
0.484,0.000002105
0.486,2.10991E-06
0.488,2.11436E-06
0.49,2.11928E-06
0.492,2.12404E-06
0.494,2.12803E-06
0.496,2.13341E-06
0.498,2.13802E-06
0.5,2.14186E-06
0.502,2.14754E-06
0.504,2.1523E-06
0.506,2.15568E-06
0.508,2.16167E-06
0.51,2.16627E-06
0.512,2.16996E-06
0.514,2.17595E-06
0.516,2.18102E-06
0.518,2.18455E-06
0.52,2.19054E-06
0.522,2.19561E-06
0.524,2.19929E-06
0.526,2.20575E-06
0.528,2.21066E-06
0.53,2.2145E-06
0.532,2.2211E-06
0.534,2.22648E-06
0.536,2.23047E-06
0.538,2.23692E-06
0.54,2.24199E-06
0.542,2.24629E-06
0.544,2.25243E-06
0.546,2.25766E-06
0.548,2.26196E-06
0.55,2.2681E-06
0.552,2.27332E-06
0.554,2.27793E-06
0.556,2.28407E-06
0.558,2.28975E-06
0.56,2.29467E-06
0.562,2.30127E-06
0.564,2.3068E-06
0.566,2.31233E-06
0.568,2.31863E-06
0.57,2.32431E-06
0.572,2.32984E-06
0.574,2.33629E-06
0.576,2.34212E-06
0.578,2.34781E-06
0.58,2.35426E-06
0.582,2.36055E-06
0.584,2.3667E-06
0.586,2.3733E-06
0.588,2.3796E-06
0.59,2.38589E-06
0.592,2.39235E-06
0.594,2.39849E-06
0.596,2.40479E-06
0.598,2.41139E-06
0.6,2.41769E-06
0.598,2.40095E-06
0.596,2.38912E-06
0.594,2.37806E-06
0.592,2.36793E-06
0.59,2.35856E-06
0.588,2.3495E-06
0.586,2.3409E-06
0.584,2.3326E-06
0.582,2.32416E-06
0.58,2.31617E-06
0.578,2.30864E-06
0.576,2.30066E-06
0.574,2.29283E-06
0.572,2.28591E-06
0.57,2.27824E-06
0.568,2.27132E-06
0.566,2.26441E-06
0.564,2.25704E-06
0.562,2.24982E-06
0.56,2.24353E-06
0.558,2.23631E-06
0.556,2.22955E-06
0.554,2.22341E-06
0.552,2.21634E-06
0.55,2.20989E-06
0.548,2.2039E-06
0.546,2.19714E-06
0.544,2.19115E-06
0.542,2.18517E-06
0.54,2.17871E-06
0.538,2.17242E-06
0.536,2.16658E-06
0.534,2.16029E-06
0.532,2.1543E-06
0.53,2.14892E-06
0.528,2.14262E-06
0.526,2.13679E-06
0.524,2.13172E-06
0.522,2.12588E-06
0.52,2.12051E-06
0.518,2.11559E-06
0.516,2.10945E-06
0.514,2.10377E-06
0.512,2.09885E-06
0.51,2.09256E-06
0.508,2.08687E-06
0.506,2.08165E-06
0.504,2.07505E-06
0.502,2.06814E-06
0.5,2.06199E-06
0.498,2.05554E-06
0.496,2.04971E-06
0.494,2.04495E-06
0.492,2.03896E-06
0.49,2.0342E-06
0.488,2.02974E-06
0.486,2.02391E-06
0.484,2.01899E-06
0.482,2.01454E-06
0.48,2.00886E-06
0.478,2.00394E-06
0.476,1.99949E-06
0.474,1.9938E-06
0.472,1.98874E-06
0.47,1.98428E-06
0.468,1.97845E-06
0.466,1.97322E-06
0.464,1.96862E-06
0.462,1.96278E-06
0.46,1.95756E-06
0.458,1.95295E-06
0.456,1.94742E-06
0.454,1.9422E-06
0.452,1.93683E-06
0.45,1.9316E-06
0.448,1.92638E-06
0.446,1.92116E-06
0.444,1.91609E-06
0.442,1.91087E-06
0.44,1.90519E-06
0.438,1.90043E-06
0.436,1.89505E-06
0.434,1.88891E-06
0.432,1.8843E-06
0.43,1.87923E-06
0.428,1.87278E-06
0.426,1.86864E-06
0.424,1.86326E-06
0.422,1.85696E-06
0.42,1.85282E-06
0.418,1.84729E-06
0.416,1.84038E-06
0.414,0.000001837
0.412,1.83162E-06
0.41,1.82487E-06
0.408,1.82072E-06
0.406,1.81673E-06
0.404,1.80905E-06
0.402,1.80567E-06
0.4,1.79891E-06
0.398,1.7986E-06
0.396,0.00000179
0.394,1.78524E-06
0.392,1.77695E-06
0.39,1.77357E-06
0.388,1.7685E-06
0.386,1.76005E-06
0.384,1.75775E-06
0.382,1.75176E-06
0.38,1.74331E-06
0.378,1.74055E-06
0.376,1.73487E-06
0.374,1.72704E-06
0.372,1.72381E-06
0.37,1.71782E-06
0.368,1.71091E-06
0.366,1.70753E-06
0.364,1.70185E-06
0.362,1.69448E-06
0.36,1.69018E-06
0.358,1.68419E-06
0.356,1.67789E-06
0.354,1.67374E-06
0.352,1.66652E-06
0.35,0.000001661
0.348,1.65654E-06
0.346,1.64948E-06
0.344,1.64472E-06
0.342,1.63996E-06
0.34,1.63258E-06
0.338,1.62675E-06
0.336,1.62275E-06
0.334,1.61538E-06
0.332,1.6097E-06
0.33,1.60494E-06
0.328,1.59741E-06
0.326,1.59173E-06
0.324,1.58728E-06
0.322,1.57991E-06
0.32,1.57392E-06
0.318,1.57084E-06
0.316,1.56301E-06
0.314,1.55595E-06
0.312,1.55226E-06
0.31,1.54443E-06
0.308,1.53875E-06
0.306,1.53429E-06
0.304,1.52661E-06
0.302,1.52047E-06
0.3,1.51525E-06
0.298,1.50818E-06
0.296,1.50158E-06
0.294,1.49912E-06
0.292,1.48975E-06
0.29,1.48422E-06
0.288,1.48085E-06
0.286,1.47056E-06
0.284,1.46487E-06
0.282,1.46334E-06
0.28,1.45105E-06
0.278,1.44537E-06
0.276,1.44522E-06
0.274,1.43185E-06
0.272,1.42187E-06
0.27,1.42755E-06
0.268,1.41373E-06
0.266,1.40958E-06
0.264,1.41542E-06
0.262,1.40467E-06
0.26,1.39945E-06
0.258,1.40344E-06
0.256,1.39208E-06
0.254,1.38793E-06
0.252,1.39085E-06
0.25,1.37856E-06
0.248,1.37534E-06
0.246,1.37871E-06
0.244,1.36489E-06
0.242,1.36259E-06
0.24,1.36443E-06
0.238,1.35199E-06
0.236,1.34953E-06
0.234,1.35322E-06
0.232,1.33832E-06
0.23,1.33725E-06
0.228,1.33986E-06
0.226,1.32588E-06
0.224,1.32419E-06
0.222,1.3268E-06
0.22,1.31083E-06
0.218,1.31145E-06
0.216,1.31329E-06
0.214,1.29885E-06
0.212,1.2967E-06
0.21,1.29947E-06
0.208,1.2878E-06
0.206,1.28472E-06
0.204,1.28764E-06
0.202,1.27689E-06
0.2,1.27274E-06
0.198,1.27459E-06
0.196,1.26614E-06
0.194,1.26184E-06
0.192,1.2603E-06
0.19,1.25401E-06
0.188,1.25032E-06
0.186,1.24679E-06
0.184,1.24141E-06
0.182,1.23788E-06
0.18,1.2322E-06
0.178,1.22851E-06
0.176,1.22544E-06
0.174,1.21914E-06
0.172,0.000001215
0.17,1.21454E-06
0.168,1.20809E-06
0.166,1.21546E-06
0.164,1.22068E-06
0.162,1.21638E-06
0.16,1.21423E-06
0.158,1.21269E-06
0.156,1.20548E-06
0.154,1.20532E-06
0.152,1.20148E-06
0.15,1.1935E-06
0.148,1.19626E-06
0.146,1.1935E-06
0.144,1.18367E-06
0.142,1.18735E-06
0.14,1.18505E-06
0.138,1.17445E-06
0.136,1.1786E-06
0.134,1.17568E-06
0.132,1.16432E-06
0.13,1.16923E-06
0.128,1.16616E-06
0.126,1.1551E-06
0.124,1.15894E-06
0.122,1.15449E-06
0.12,1.14742E-06
0.118,1.14973E-06
0.116,1.14727E-06
0.114,1.13867E-06
0.112,1.14097E-06
0.11,1.13729E-06
0.108,1.12976E-06
0.106,1.13084E-06
0.104,1.12746E-06
0.102,1.12085E-06
0.1,1.12055E-06
0.098,1.11717E-06
0.096,1.11148E-06
0.094,1.11072E-06
0.092,1.10672E-06
0.09,1.10196E-06
0.088,1.10058E-06
0.086,1.09628E-06
0.084,1.09152E-06
0.082,1.08998E-06
0.08,1.08584E-06
0.078,1.08138E-06
0.076,1.07939E-06
0.074,1.07524E-06
0.072,1.07109E-06
0.07,1.06848E-06
0.068,1.06449E-06
0.066,1.06065E-06
0.064,1.05758E-06
0.062,1.05359E-06
0.06,1.04944E-06
0.058,1.04637E-06
0.056,1.04237E-06
0.054,1.03853E-06
0.052,0.000001035
0.05,1.03101E-06
0.048,1.02748E-06
0.046,1.02379E-06
0.044,1.0201E-06
0.042,1.01642E-06
0.04,1.01289E-06
0.038,1.00859E-06
0.036,1.0049E-06
0.034,1.00152E-06
0.032,9.97068E-07
0.03,9.93228E-07
0.028,9.89696E-07
0.026,9.85549E-07
0.024,9.81556E-07
0.022,9.78177E-07
0.02,9.73723E-07
0.018,9.69884E-07
0.016,9.66351E-07
0.014,9.62205E-07
0.012,9.57905E-07
0.01,9.54526E-07
0.008,9.50072E-07
0.006,9.46079E-07
0.004,9.42546E-07
0.002,9.38246E-07
3.14419E-18,9.341E-07
-0.002,9.30721E-07
-0.004,9.26113E-07
-0.006,9.21967E-07
-0.008,9.18434E-07
-0.01,9.13827E-07
-0.012,9.0968E-07
-0.014,9.06302E-07
-0.016,9.01387E-07
-0.018,8.97701E-07
-0.02,8.94169E-07
-0.022,8.89254E-07
-0.024,8.85568E-07
-0.026,8.81575E-07
-0.028,8.77428E-07
-0.03,8.73589E-07
-0.032,8.69903E-07
-0.034,8.65142E-07
-0.036,8.60995E-07
-0.038,8.57463E-07
-0.04,8.52856E-07
-0.042,8.48709E-07
-0.044,8.45023E-07
-0.046,8.40416E-07
-0.048,8.36269E-07
-0.05,8.32583E-07
-0.052,8.27976E-07
-0.054,8.23829E-07
-0.056,8.20143E-07
-0.058,8.15536E-07
-0.06,8.11389E-07
-0.062,8.07703E-07
-0.064,8.03096E-07
-0.066,7.98949E-07
-0.068,7.95109E-07
-0.07,7.90655E-07
-0.072,7.86662E-07
-0.074,7.82976E-07
-0.076,7.78369E-07
-0.078,7.74376E-07
-0.08,7.70997E-07
-0.082,7.65929E-07
-0.084,7.61629E-07
-0.086,7.57943E-07
-0.088,7.53335E-07
-0.09,7.49342E-07
-0.092,7.45503E-07
-0.094,7.40895E-07
-0.096,7.36595E-07
-0.098,7.32756E-07
-0.1,7.28455E-07
-0.102,7.24155E-07
-0.104,7.20009E-07
-0.106,7.15862E-07
-0.108,7.11562E-07
-0.11,7.07415E-07
-0.112,7.03422E-07
-0.114,6.99429E-07
-0.116,6.94821E-07
-0.118,6.91135E-07
-0.12,6.86989E-07
-0.122,6.82228E-07
-0.124,6.78542E-07
-0.126,6.74395E-07
-0.128,6.69788E-07
-0.13,6.66102E-07
-0.132,6.62109E-07
-0.134,6.57041E-07
-0.136,6.53662E-07
-0.138,6.49669E-07
-0.14,6.44293E-07
-0.142,6.41068E-07
-0.144,6.36922E-07
-0.146,6.317E-07
-0.148,6.28475E-07
