E/V        I/A.1,E/V        I/A.2
-0.076,6.07588E-07
-0.078,6.04362E-07
-0.08,6.02366E-07
-0.082,5.99755E-07
-0.084,5.96223E-07
-0.086,5.9438E-07
-0.088,5.91922E-07
-0.09,5.88237E-07
-0.092,5.86547E-07
-0.094,5.83936E-07
-0.096,5.81172E-07
-0.098,5.78561E-07
-0.1,5.7595E-07
-0.102,5.72418E-07
-0.104,5.70882E-07
-0.106,5.68118E-07
-0.108,5.64432E-07
-0.11,5.62742E-07
-0.112,5.60131E-07
-0.114,5.56445E-07
-0.116,5.5491E-07
-0.118,5.52145E-07
-0.12,5.48306E-07
-0.122,5.46923E-07
-0.124,5.44159E-07
-0.126,5.40473E-07
-0.128,5.38784E-07
-0.13,5.36173E-07
-0.132,5.32794E-07
-0.134,5.31105E-07
-0.136,5.28187E-07
-0.138,5.24654E-07
-0.14,5.22965E-07
-0.142,5.202E-07
-0.144,5.16668E-07
-0.146,5.14979E-07
-0.148,5.12214E-07
